Name,IMDB Rating,Duration,Year,Age,Genres
Ninaithadhai Mudippavan,7.2,158 min,1974,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Vaastav – The Reality,8,145 min,1999,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Blue,6.1,113 min,1968,NR,"Drama, Drama: Crime, Western"
Jalwa,6.8,134 min,1987,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Mashaal,7.5,169 min,1984,16+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
The Desperate Hours,7.6,112 min,1955,NR,Drama: Crime
Meri Jung,7.3,159 min,1985,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Karan Arjun,6.9,164 min,1995,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Police Force An Inside Story,5,136 min,2004,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dasami,,116 min,2007,13+,"Drama: Crime, World Cinema: Indian"
Beverly Hills Cop III,5.5,104 min,1994,18+,"Comedy: Action/Adventure, Comedy: Crime"
Gumrah,6.3,149 min,1993,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Karz,2.1,137 min,2008,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Encounter,,122 min,2013,18+,"Drama: Crime, Drama: Political, World Cinema: Indian"
Hare Ram,6.7,147 min,2008,18+,"Drama: Crime, Drama: Romance, World Cinema: Indian"
Paayum Puli,7.3,130 min,1983,All Ages,"Drama: Crime, World Cinema: Indian"
Lakeer – Forbidden Lines,4.3,161 min,2004,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Paying Guest,7,135 min,1957,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Salim Langde Pe Mat Ro,7.5,111 min,1989,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Footpath,5.3,164 min,2003,NR,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Duniya,7.6,169 min,1984,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dushman,6.9,143 min,1998,18+,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Thriller: Drama, World Cinema: Indian"
Baat Ek Raat Ki,7.2,144 min,1962,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Mystery, World Cinema: Indian"
Hum Se Na Takrana,5,143 min,2036,All Ages,"Action/Adventure: Crime, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Yuddha,6.2,154 min,2005,13+,"Drama, Drama: Crime, World Cinema: Indian"
Himmat,4.6,163 min,1996,All Ages,"Action/Adventure: Crime, Bollywood: Action/Adventure, Drama: Crime, World Cinema: Indian"
Munimji,7.3,146 min,1955,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kannadi Pookkal,,147 min,2005,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Bewafa Sanam,6.3,144 min,1995,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
All The Best,5.9,137 min,2012,13+,"Comedy: Crime, Comedy: Drama, World Cinema: Indian"
Guru,5.8,162 min,2003,All Ages,"Action/Adventure: Crime, Drama, World Cinema: Indian"
Gardish,7.4,153 min,1993,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Karmegam,3.6,138 min,2002,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Jurm,6.1,140 min,1990,NR,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Kasam,5.3,158 min,1988,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Hukumat,6.7,148 min,1987,18+,"Action/Adventure: Crime, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Saazish,6.1,133 min,1975,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Mystery, World Cinema: Indian"
Gunaah,5.1,117 min,2002,18+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Crime, Romance, World Cinema: Indian"
Hulchul,4.5,159 min,1995,18+,"Action/Adventure: Crime, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dark City,6.8,97 min,1950,NR,"Drama: Crime, Drama: Mystery, Thriller: Mystery, Thriller: Psychological"
Mourya,,138 min,2004,18+,"Drama, Drama: Crime, World Cinema: Indian"
Ekhon Nedekha Nodir Xhipare,,101 min,2011,13+,"Drama, Drama: Crime, Drama: Mystery, Drama: Political, Drama: Thriller, World Cinema: Indian"
Saboot,7.2,132 min,1980,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Mystery, Thriller: Drama, World Cinema: Indian"
Shola Aur Shabnam,6.6,164 min,1992,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Mem Saab,6.4,137 min,1971,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Mystery, World Cinema: Indian"
Teesra Kaun,6.1,156 min,1994,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Mystery, World Cinema: Indian"
Ilaaka,5.6,154 min,1989,13+,"Action/Adventure: Crime, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Baazi,6.5,131 min,1968,All Ages,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Drama: Mystery, Drama: Thriller, World Cinema: Indian"
Thikana,6.3,122 min,1987,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Krantiveer,7.4,147 min,1994,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Political, World Cinema: Indian"
China Town,7.1,137 min,1962,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
The Killer,4.5,116 min,2006,NR,"Bollywood: Thriller, Thriller: Crime, Thriller: Drama, World Cinema: Indian"
Chauraha,4,154 min,1994,13+,"Action/Adventure: Crime, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Rajkumar,7,133 min,1964,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Period, World Cinema: Indian"
Sapoot,5.5,151 min,1996,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Deshdrohi,1.7,137 min,2008,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Political, World Cinema: Indian"
Yeh Raaste Hai Pyar Ke,,150 min,1963,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Shikaari,4.8,156 min,2000,All Ages,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Thriller: Drama, World Cinema: Indian"
Neranja Manasu,2.5,152 min,2004,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Yodha,4.9,140 min,1991,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Koyla,6.3,133 min,1997,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Paattu Ondru Ketten,,118 min,1991,All Ages,"Drama: Crime, Thriller: Crime, World Cinema: Indian"
Sir,6.3,144 min,1993,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Tirangaa,6.8,159 min,1993,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Simhadripuram,,132 min,2016,13+,"Drama: Crime, Drama: Romance, World Cinema: Indian"
Aashiq,3.7,149 min,2001,18+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian"
Barood (1976),5.5,135 min,1976,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Sadhu Aur Shaitaan,7.2,155 min,1968,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Ankush,7.7,121 min,1986,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
The Don,5.7,156 min,1995,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Suhaag,5.9,145 min,1994,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kalicharan,6.7,140 min,1976,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Jaani Dost,6.1,152 min,1983,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Talaashi,4.7,157 min,1996,All Ages,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Jugnu,6.6,148 min,1973,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Red Rose,6.4,137 min,1980,18+,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Drama: Thriller, World Cinema: Indian"
Siva Kesav,,121 min,2013,18+,"Drama: Crime, Drama: Romance, World Cinema: Indian"
Criminal,5.8,124 min,1995,NR,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian"
Surkhiyaan,5.3,134 min,1985,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Baap Numbri Beta Dus Numbri,6.1,146 min,1990,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Crime, World Cinema: Indian"
Baarish,7.8,110 min,1957,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Paisa Vasool,4.3,132 min,2004,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Crime, World Cinema: Indian"
Game,5.7,146 min,2006,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Pratyaghat,8.3,125 min,2012,13+,"Drama, Drama: Crime, World Cinema: Indian"
Joshilaay,5.8,147 min,1989,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Mr Azad,3.8,123 min,1994,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dada,5.5,130 min,2000,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kabzaa,6.4,141 min,1988,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kalinga,,122 min,2006,13+,"Drama: Crime, Drama: Romance, World Cinema: Indian"
Kali Ghata,6.3,118 min,1979,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Mystery, World Cinema: Indian"
Narsimha,5.6,186 min,1991,All Ages,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Barsaat Ki Ek Raat,6.5,142 min,1981,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Mahal,7.5,147 min,1969,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kroadh,5.1,146 min,1990,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kudrat,7.2,144 min,1981,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Jigar,4.6,165 min,1992,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Qaid,6.5,130 min,1975,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Mystery, World Cinema: Indian"
Fakira,6.5,139 min,1976,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kaala Sona,6.4,137 min,1975,All Ages,"Bollywood: Action/Adventure, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Shriman Satyawadi,7.2,146 min,1960,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Veerta,5,149 min,1993,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Marte Dam Tak,5.9,155 min,1987,All Ages,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dushmani,4.5,156 min,1995,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Awaaz,6.4,150 min,1984,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Deedar,4.9,150 min,1992,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Aafat,6.1,139 min,1977,All Ages,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Insaniyat,7.2,166 min,1955,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Mafia,5,128 min,1996,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Raja Ki Aayegi Baraat,3.8,158 min,1997,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Aaj Ka Goonda Raaj,5.4,159 min,1992,13+,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dacait,6.7,154 min,1987,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Phaansi,5.8,135 min,1979,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Gehri Chaal,5.9,136 min,1973,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Jagir,7.2,166 min,1984,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Zamana,6.4,154 min,1985,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Qila,5.9,132 min,1998,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Mystery, World Cinema: Indian"
Aag Hi Aag,5.2,155 min,1987,13+,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Palay Khan,6.9,145 min,1986,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Political, World Cinema: Indian"
Mawaali,5.5,138 min,1983,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Jaan Ki Baazi,4.4,137 min,1985,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Rehmat Ali,,127 min,2010,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Pratidwandi,,153 min,2010,13+,"Drama, Drama: Crime, Drama: Political, World Cinema: Indian"
Barood,5.3,158 min,1998,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Ramkali,5.3,138 min,1985,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Nishana,6.8,145 min,1980,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Krantikari,6.5,140 min,1997,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kabhi Na Kabhi,4.7,164 min,1998,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Jeevan Yudh,5.7,136 min,1997,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kanoon Apna Apna,5.9,154 min,1989,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Badla,5.3,131 min,1974,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kaaranama,4.5,128 min,1990,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Surakshaa,4.1,144 min,1995,All Ages,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dhamkee,6,108 min,1973,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Takkar,5.2,154 min,1980,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Chhupa Rustam,4.3,126 min,2001,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Chakkar Pe Chakkar,5.4,109 min,1977,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Paap Ki Duniya,6,168 min,1988,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Nishan,6.5,131 min,1983,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Mangal Pandey,5.8,136 min,1982,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Judge Mujrim,3.9,137 min,1997,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Yaar Mera,4.4,138 min,1971,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Balwaan,4.3,142 min,1992,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Aag ka Gola,5.3,137 min,1990,All Ages,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Meri Aawaz Suno,6.6,147 min,1981,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Inquilaab,6,165 min,1984,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Khoon Bhari Mang,6.7,121 min,1988,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Jaanam,4.4,126 min,1992,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Romance: Drama, World Cinema: Indian"
Jigarwala,2.7,126 min,1990,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Panaah,6.6,156 min,1992,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Maan Maryada,4.9,136 min,1987,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dushman,5.5,146 min,1990,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Main Balwaan,6,150 min,1986,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Mahaveera,5.4,124 min,1988,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Naam O Nishaan,3.6,130 min,1987,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kal Sandhya,,123 min,1997,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Khwab,5.8,133 min,1980,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Mulzim,5.1,156 min,1988,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kismat,5.3,149 min,1995,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Game,5.2,131 min,1993,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Bedardi,4,122 min,1993,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Hoshiyaar,4.5,146 min,1985,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Khoon Ka Karz,4.7,141 min,1991,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Gunahon Ka Faisla,5.8,169 min,1988,18+,"Action/Adventure: Crime, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Hum Se Hai Zamana,6.2,138 min,1983,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dhaal,5.3,137 min,1997,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Goraa,5.4,122 min,1987,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Garam Masala,6.1,109 min,1972,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Rickshawala,6,143 min,1973,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Haathkadi,5.4,156 min,1982,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Bachpan,7.2,122 min,All Ages,n/a,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Loha,6.1,154 min,1987,18+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Elaan-E-Jung,5.6,149 min,1989,18+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Lahu Ke Do Rang,6.6,139 min,1979,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Qaid Mein Hai Bulbul,2.9,152 min,1992,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Sapnon Ke Mandir,4.8,132 min,1991,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Dil Ka Sauda,,125 min,1999,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Chaalbaaz Some One Has To Pay,6.7,117 min,2004,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Hatyara,6,128 min,1995,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Shatru,7.4,153 min,1986,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Toofan,7,138 min,1975,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Laawaris,4.1,154 min,1999,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Parwana,2,112 min,2003,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Vishwasghaat,5.3,128 min,1996,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Meri Adalat,5.2,119 min,1984,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Maha Guru,5.4,130 min,1985,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Deshwasi,,123 min,1991,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Naamchin,,129 min,1991,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Showbiz,4.4,108 min,2007,NR,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Roti Ki Keemat,6.1,113 min,1990,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kanwarlal,5.2,149 min,1988,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Political, World Cinema: Indian"
Mastkalandar,5.5,137 min,1991,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Jaan Hatheli Pe,5.1,149 min,1987,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Aamne Samne,6.4,133 min,1982,All Ages,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Aadmi,6.4,154 min,1993,18+,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Sham Ghansham,2.6,158 min,1998,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Jeene Ki Arzoo,5.7,132 min,1981,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Sci-Fi/Fantasy, World Cinema: Indian"
Qaidi,5.8,140 min,1984,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Bhagwaan Dada,4.5,142 min,1986,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Ankhon Mein Tum Ho,5.2,150 min,1997,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Policewala,4.1,154 min,1993,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Lafange,6.6,137 min,1975,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Phool Aur Angar,6.8,144 min,1993,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Striptease,4.3,115 min,1996,18+,"Comedy: Crime, Comedy: Drama, Comedy: Mature"
She’s Out of My League,6.4,104 min,2010,18+,"Comedy, Comedy: Mature"
Rocket Singh Salesman of the Year,7.5,154 min,2009,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
The Dictator,6.4,83 min,2012,18+,Comedy: Mature
EIC: Outrage,n/a,63 min,2017,NR,"Comedy: Stand-up, World Cinema: Indian"
Naveen Richard: Don’t Make That Face,n/a,56 min,2017,NR,"Comedy: Stand-up, World Cinema: Indian"
Shaandaar,3.6,142 min,2015,13+,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Middle Men,6.6,112 min,2010,18+,"Comedy: Crime, Drama: Comedy, Drama: Crime, Drama: Historical"
Piku,7.6,117 min,2015,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Road Trip,6.5,93 min,2000,18+,"Comedy: Action/Adventure, Comedy: Mature"
Forrest Gump,8.8,142 min,1994,13+,"Comedy: Drama, Drama: Comedy, Drama: Romance"
Ladies vs Ricky Bahl,6,139 min,2011,13+,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, Romance: Drama, World Cinema: Indian"
Zoolander 2,4.8,101 min,2016,NR,Comedy
Bewakoofiyaan,5.5,117 min,2014,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Andaz Apna Apna,8.4,153 min,1994,All Ages,"Bollywood: Comedy, Bollywood: Romance, Comedy, Romance, World Cinema: Indian"
